product_name @ features @ price @ link@ itemcode @ description 
"Intenso External Kit 500GB 2.5"" HDD Εξωτερικός Σκληρός Δίσκος"@Χωρητικότητα σε GB: 500    -   Μέγεθος Δίσκου σε Ίντσες: 2.5    -   Ταχύτητα Σκληρού Δίσκου (rpm): 5400    -   Μέγεθος Μνήμης Cache : 8MB    -   Τύπος Διασύνδεσης Δίσκου: USB 3.0@44.90 € @https://www.kotsovolos.gr/site/computing/storage-hard-disk-drives-and-usb-sticks/external-hdd/192191-intenso-external-kit-500gb-2.5@192191@"Εξωτερικός σκληρός δίσκος 25"" χωρητικότητας 500GB με τύπο διασύνδεσης USB 3.0. Περιλαμβάνει δίσκο εσωτερικό 500GB SATA USB 3.0 cable μέσα σε περίβλημα 25'' δίνοντας τη δυνατότητα στο χρήση εκτός από τη χρήση σαν εξωτερικής μονάδας δίσκου να μπορεί να αντικαταστήσει εύκολα τον εσωτερικό σκληρό δίσκο μιας υπάρχουσας μονάδας δίσκου σε υπολογιστή / laptop και να βάλει τον εναπομείναντα δίσκο στο εξωτερικό περίβλημα για περαιτέρω χρήση."
"Intenso Memory Board 1TB 2.5"" HDD Εξωτερικός Σκληρός Δίσκος"@Χωρητικότητα σε GB: 1000    -   Μέγεθος Δίσκου σε Ίντσες: 2.5    -   Ταχύτητα Σκληρού Δίσκου (rpm): 5400    -   Μέγεθος Μνήμης Cache : 8MB    -   Τύπος Διασύνδεσης Δίσκου: USB 3.0@45.90 € από 56.90 € @https://www.kotsovolos.gr/site/computing/storage-hard-disk-drives-and-usb-sticks/external-hdd/165736-intenso-memory-board-1tb-2.5@165736@"Συνδυάζοντας υψηλής ποιότητας σχεδιασμό και εξαιρετική απόδοση ο εξωτερικός σκληρός δίσκος 25"" είναι η ιδανική λύση αποθήκευσης και μεταφοράς για την εξασφάλιση των φωτογραφιών βίντεο μουσικής και άλλων δεδομένων. Ο σκληρός δίσκος εντυπωσιάζει με το μοντέρνο σχεδιασμό με περίβλημα από αλουμίνιο σε ανθρακί χρώμα."
"Toshiba Canvio Basics 1TB 3.0 2.5"" 2018 Black HDD Εξωτερικός Σκληρός Δίσκος"@Χωρητικότητα σε GB: 1000    -   Μέγεθος Δίσκου σε Ίντσες: 2.5    -   Ταχύτητα Σκληρού Δίσκου (rpm): 5400    -   Μέγεθος Μνήμης Cache : 8 MB    -   Τύπος Διασύνδεσης Δίσκου: USB 3.0@51.90 € από 56.90 € @https://www.kotsovolos.gr/site/computing/storage-hard-disk-drives-and-usb-sticks/external-hdd/189001-toshiba-canvio-basics-1tb-3.0-2.5-2018-black@189001@Σκληρός δίσκος Canvio Basics 1TB 2.5 με ταχύτητα μεταφοράς δεδομένων μέσω της σύνδεσης USB 3.0 και με κομψό σχεδιασμό μικρές διαστάσεις 119 x 79 x 15 mm και ευκολία χρήσης.
Seagate Expansion 1TB Usb 3.0 HDD Εξωτερικός Σκληρός Δίσκος@Χωρητικότητα σε GB: 1000    -   Μέγεθος Δίσκου σε Ίντσες: 3.5    -   Ταχύτητα Σκληρού Δίσκου (rpm): Δεν διαθέτει     -   Τύπος Διασύνδεσης Δίσκου: USB 3.0@54.90 € από 59.90 € @https://www.kotsovolos.gr/site/computing/storage-hard-disk-drives-and-usb-sticks/external-hdd/165194-seagate-expansion-1tb-usb-3.0@165194@Εξωτερικός σκληρός δίσκος Expansion της Seagate με χωρητικότητα 1TB και θύρα Usb 3.0 για υψηλές ταχύτητες μεταφοράς δεδομένων.
"WD Elements 1TB 2.5"" USB 3.0 HDD Εξωτερικός Σκληρός Δίσκος"@Χωρητικότητα σε GB: 1000    -   Μέγεθος Δίσκου σε Ίντσες: 2.5    -   Ταχύτητα Σκληρού Δίσκου (rpm): 5400    -   Μέγεθος Μνήμης Cache : 8MB    -   Τύπος Διασύνδεσης Δίσκου: USB 3.0@59.90 € @https://www.kotsovolos.gr/site/computing/storage-hard-disk-drives-and-usb-sticks/external-hdd/129916-wd-elements-1tb-2.5-usb-3.0@129916@Εξαιρετικά γρήγορη διασύνδεση USB 3.0 μεγάλη χωρητικότητα 1TB σύνδεση με δυνατότητα τοποθέτησης και άμεσης λειτουργίας.
"Intenso Memory Case 1TB USB 3.0 2.5"" HDD Εξωτερικός Σκληρός Δίσκος"@Χωρητικότητα σε GB: 1000    -   Μέγεθος Δίσκου σε Ίντσες: 2.5    -   Ταχύτητα Σκληρού Δίσκου (rpm): 5400    -   Μέγεθος Μνήμης Cache : 8 MB    -   Τύπος Διασύνδεσης Δίσκου: USB 3.0@59.90 € @https://www.kotsovolos.gr/site/computing/storage-hard-disk-drives-and-usb-sticks/external-hdd/116295-intenso-memory-case-1tb-usb-3.0-2.5@116295@"Σκληρός δίσκος 25"" χωρητικότητας 1000GB με τύπο διασύνδεσης USB 3.0."
Seagate Game Drive PS4 1TB HDD Εξωτερικός Σκληρός Δίσκος@Χωρητικότητα σε GB: 1000    -   Μέγεθος Δίσκου σε Ίντσες: 2.5    -   Ταχύτητα Σκληρού Δίσκου (rpm): Δεν διαθέτει     -   Τύπος Διασύνδεσης Δίσκου: USB 3.0@64.90 € @https://www.kotsovolos.gr/site/computing/storage-hard-disk-drives-and-usb-sticks/external-hdd/185829-seagate-game-drive-ps4-1tb@185829@Εξωτερικός σκληρός δίσκος Plug-and-Play που έχει σχεδιαστεί για να επεκτείνει τη χωρητικότητα αποθήκευσης του PlayStation 4. Ο δίσκος Game Drive για το PS4 είναι μια μεγάλη προσθήκη στον PS4 gaming εξοπλισμό σου.
WD My Passport 1TB Noble Blue HDD Εξωτερικός Σκληρός Δίσκος@Χωρητικότητα σε GB: 1000    -   Μέγεθος Δίσκου σε Ίντσες: 2.5    -   Ταχύτητα Σκληρού Δίσκου (rpm): 5400    -   Μέγεθος Μνήμης Cache : 8MB    -   Τύπος Διασύνδεσης Δίσκου: USB 3.0@64.99 € από 69.90 € @https://www.kotsovolos.gr/site/computing/storage-hard-disk-drives-and-usb-sticks/external-hdd/159990-wd-my-passport-1tb-noble-blue@159990@Ασφαλής φορητός χώρος αποθήκευσης με χωρητικότητα 1TB και με δυνατότητα αυτόματης δημιουργίας αντιγράφων ασφαλείας τοπικά και σε νέφος για την απόλυτη προστασία των δεδομένων σου.
"WD My Passport 1TB 2.5"" Red HDD Εξωτερικός Σκληρός Δίσκος"@Χωρητικότητα σε GB: 1000    -   Μέγεθος Δίσκου σε Ίντσες: 2.5    -   Ταχύτητα Σκληρού Δίσκου (rpm): 5400    -   Μέγεθος Μνήμης Cache : 8MB    -   Τύπος Διασύνδεσης Δίσκου: USB 3.0@64.99 € από 69.90 € @https://www.kotsovolos.gr/site/computing/storage-hard-disk-drives-and-usb-sticks/external-hdd/170281-wd-my-passport-1tb-2.5-red@170281@Ο νέος My Passport σκληρός δίσκος είναι αξιόπιστος για να αποθηκεύσεις όλα τα αρχεία  φωτογραφίες βίντεο και μουσική που σου επιθυμείς. Το κομψό στιλ ταιριάζει άνετα στην παλάμη του χεριού σου ώστε να μπορείς εύκολα να πάρεις τα δεδομένα σου όπου κι αν πας.
"WD My Passport 1TB 2.5"" Black HDD Εξωτερικός Σκληρός Δίσκος"@Χωρητικότητα σε GB: 1000    -   Μέγεθος Δίσκου σε Ίντσες: 2.5    -   Ταχύτητα Σκληρού Δίσκου (rpm): 5400    -   Μέγεθος Μνήμης Cache : 8MB    -   Τύπος Διασύνδεσης Δίσκου: USB 3.0@64.99 € από 69.90 € @https://www.kotsovolos.gr/site/computing/storage-hard-disk-drives-and-usb-sticks/external-hdd/172274-wd-my-passport-1tb-2.5-black@172274@Ο νέος My Passport σκληρός δίσκος είναι αξιόπιστος για να αποθηκεύσεις όλα τα αρχεία  φωτογραφίες βίντεο και μουσική που επιθυμείς. Το κομψό στιλ ταιριάζει άνετα στην παλάμη του χεριού σου ώστε να μπορείς εύκολα να πάρεις τα δεδομένα σου όπου κι αν πας.
