product_name @ features @ price @ link@ itemcode @ description 
Lenovo Ideapad S130-14IGM N4000-4GB Laptop@"Σειρά Επεξεργαστή: Intel Celeron    -   Διαγώνιος Οθόνης: 14""    -   Μέγεθος Μνήμης Ram : 4 GB    -   Χωρητικότητα Δίσκου: 64 GB    -   Μοντέλο Κάρτας Γραφικών: Intel HD Graphics 600"@229.00 € από 299.00 € @https://www.kotsovolos.gr/site/computing/laptop-tablet-ipad/notebook-macbook-ultrabook/193366-lenovo-ideapad-s130-14igm-n4000/4gb@193366@Αν ψάχνεις για ένα ισχυρό laptop που είναι οικονομικά προσιτό τότε το Ideapad S130 είναι ιδανικό. Εύκολο στη χρήση και ανθεκτικό αυτό το laptop διαθέτει επίσης μεγάλη διάρκεια ζωής της μπαταρίας και κομψό λεπτό και ελαφρύ σχεδιασμό.
Asus E402WA-GA007T E2-6110-4GB-64GB Laptop@"Σειρά Επεξεργαστή: AMD E-Series    -   Διαγώνιος Οθόνης: 14""    -   Μέγεθος Μνήμης Ram : 4 GB    -   Χωρητικότητα Δίσκου: 64 GB    -   Μοντέλο Κάρτας Γραφικών: AMD Radeon R2"@239.00 € από 269.00 € @https://www.kotsovolos.gr/site/computing/laptop-tablet-ipad/notebook-macbook-ultrabook/180534-asus-e402wa-ga007t-e2-6110/4gb/64gb@180534@"Με το laptop Asus E402WA 14"" μπορείς να απολαμβάνεις video ταινίες και να ακούς την αγαπημένη σου μουσική. Αποθήκευσε φωτογραφίες και τα προσωπικά σου έγγραφα ώστε να μπορείς να τα έχεις πάντα μαζί σου."
Vero K147 N3350-4GB-32GB-FHD Laptop@"Σειρά Επεξεργαστή: Intel Celeron    -   Διαγώνιος Οθόνης: 14""    -   Μέγεθος Μνήμης Ram : 4 GB    -   Χωρητικότητα Δίσκου: 32 GB eMMC    -   Μοντέλο Κάρτας Γραφικών: Shared"@269.00 € @https://www.kotsovolos.gr/site/computing/laptop-tablet-ipad/notebook-macbook-ultrabook/184030-vero-k147-n3350/4gb/32gb/fhd@184030@"Το laptop Vero K147 είναι η ιδανική λύση για το σπίτι και το γραφείο. Κομψό laptop 14"" σε ασημί χρώμα και με δυνατότητα αναβάθμισης σε M2 2280 SATA SSD δίσκο. Διαθέτει οθόνη 14"" FHD IPS USB και HDMI υποδοχή για να σου προσφέρει ακόμα μεγαλύτερη ευελιξία."
Lenovo Ideapad 120S-14IAP N3350-4GB-64GB Laptop@"Σειρά Επεξεργαστή: Intel Celeron    -   Διαγώνιος Οθόνης: 14""    -   Μέγεθος Μνήμης Ram : 4 GB    -   Χωρητικότητα Δίσκου: 64 GB    -   Μοντέλο Κάρτας Γραφικών: Intel HD Graphics 500"@269.00 € από 329.00 € @https://www.kotsovolos.gr/site/computing/laptop-tablet-ipad/notebook-macbook-ultrabook/188242-lenovo-ideapad-120s-14iap-n3350/4gb/64gb@188242@Το Ideapad 120S-14IAP είναι ιδανικό για καθημερινές εργασίες. Αν ψάχνεις για αξιόπιστη ισχύ επεξεργασίας σε συνδυασμό με υψηλή απόδοση το Ideapad 120S-14IAP είναι ένας τέλειος σύντροφος για εργασία και παιχνίδι. Επίσης διαθέτει ενσωματωμένο το Microsoft Office 365 για ένα έτος.
Acer Aspire 3 A315-32-P3Q5 N5000-4GB-128GB Laptop@"Σειρά Επεξεργαστή: Intel Pentium    -   Διαγώνιος Οθόνης: 15.6""    -   Μέγεθος Μνήμης Ram : 4 GB    -   Χωρητικότητα Δίσκου: 128 GB SSD    -   Μοντέλο Κάρτας Γραφικών: Intel UHD Graphics 605 "@299.00 € από 399.00 € @https://www.kotsovolos.gr/site/computing/laptop-tablet-ipad/notebook-macbook-ultrabook/188341-acer-aspire-3-a315-32-p3q5-n5000/4gb/128gb@188341@"Laptop Acer Aspire 3 A315-32-P3Q5 με επεξεργαστή Intel Pentium Silver N5000 μνήμη RAM 4GB χωρητικότητα 128GB SSD και HD οθόνη 15.6""."
Dell 3552 15 N3710-4GB-500GB Laptop@"Σειρά Επεξεργαστή: Intel Pentium    -   Διαγώνιος Οθόνης: 15.6""    -   Μέγεθος Μνήμης Ram : 4 GB    -   Χωρητικότητα Δίσκου: 500 GB HDD    -   Μοντέλο Κάρτας Γραφικών: Intel HD Graphics"@362.10 € από 449.00 € @https://www.kotsovolos.gr/site/computing/laptop-tablet-ipad/notebook-macbook-ultrabook/175644-dell-3552-15-n3710/4gb/500gb@175644@Laptop Dell Inspiron 3552 με επεξεργαστή Intel Pentium N3710 με ταχύτητα που φτάνει τα 2.56 GHz μνήμη 4GB σκληρό δίσκο 500GB οθόνη 15.6 ιντσών και λειτουργικό σύστημα Windows 10.
Acer Aspire 3 A315-32-C64M N4000-4GB-128GB Laptop@"Σειρά Επεξεργαστή: Intel Celeron    -   Διαγώνιος Οθόνης: 15.6""    -   Μέγεθος Μνήμης Ram : 4 GB    -   Χωρητικότητα Δίσκου: 128 GB SSD    -   Μοντέλο Κάρτας Γραφικών: Intel HD Graphics 600"@379.00 € @https://www.kotsovolos.gr/site/computing/laptop-tablet-ipad/notebook-macbook-ultrabook/189167-acer-aspire-3-a315-32-c64m-n4000/4gb/128gb@189167@"Laptop Acer Aspire 3 A315-32-C64M με επεξεργαστή Intel Celeron N4000 μνήμη RAM 4GB χωρητικότητα 128GB SSD και HD οθόνη 15.6""."
Lenovo V510 15 i3-6006U-4GB-500GB-W10PRO Laptop@"Σειρά Επεξεργαστή: Intel Core i3    -   Διαγώνιος Οθόνης: 15.6""    -   Μέγεθος Μνήμης Ram : 4 GB    -   Χωρητικότητα Δίσκου: 500 GB HDD    -   Μοντέλο Κάρτας Γραφικών: Intel HD Graphics 520"@384.00 € από 549.00 € @https://www.kotsovolos.gr/site/computing/laptop-tablet-ipad/notebook-macbook-ultrabook/180584-lenovo-v510-15-i3-6006u/4gb/500gb/w10pro@180584@Με τον απλό αλλά έξυπνο σχεδιασμό το Lenovo V510 είναι ιδανικό για την επιχείρησή σου. Οι ανθεκτικοί μεντεσέδες από κράμα ψευδαργύρου προσδίδουν μια εξαιρετική εμφάνιση και αίσθηση. Οι ρυθμιζόμενες επιλογές ultrabay παρέχουν την ευελιξία για την κάλυψη των επιχειρησιακών αναγκών σου καθώς και πολύ μεγάλη διάρκεια ζωής της μπαταρίας για ταξίδια.
Dell Inspiron 3567 i3-6006U-4GB-1TB-2GB Laptop@"Σειρά Επεξεργαστή: Intel Core i3    -   Διαγώνιος Οθόνης: 15.6""    -   Μέγεθος Μνήμης Ram : 4 GB    -   Χωρητικότητα Δίσκου: 1000 GB HDD    -   Μοντέλο Κάρτας Γραφικών: AMD Radeon M430"@386.29 € από 519.00 € @https://www.kotsovolos.gr/site/computing/laptop-tablet-ipad/notebook-macbook-ultrabook/188378-dell-inspiron-3567-i3-6006u/4gb/1tb/2gb@188378@Laptop Dell Inspiron 3567 με επεξεργαστή Intel Core i3-6006U 6ης γενιάς μνήμη RAM 4GB σκληρό δίσκο 1TB FHD οθόνη 15.6 ιντσών και ανεξάρτητη κάρτα γραφικών AMD Radeon M430 με 2GB μνήμη.
Lenovo Ideapad 330-14IGM N4000-4GB-500GB Laptop@"Σειρά Επεξεργαστή: Intel Celeron    -   Διαγώνιος Οθόνης: 14""    -   Μέγεθος Μνήμης Ram : 4 GB    -   Χωρητικότητα Δίσκου: 500 GB HDD    -   Μοντέλο Κάρτας Γραφικών: Intel UHD Graphics 600"@399.00 € @https://www.kotsovolos.gr/site/computing/laptop-tablet-ipad/notebook-macbook-ultrabook/190062-lenovo-ideapad-330-14igm-n4000/4gb/500gb@190062@Το Lenovo Ideapad 330-14 έχει σχεδιαστεί για να σε κρατήσει συνδεδεμένο με ότι έχει σημασία. Είναι ιδανικό για τα social media για σημειώσεις email και online αγορές.
