product_name @ features @ price @ link
LOGITECH MX Anywhere 2S @ Τύπος συσκευής: Ασύρματο ποντίκι - Μέγ. ανάλυση: 4000 dpi - Μετάδοση σήματος: Ασύρματα - Αριθμός πλήκτρων λειτουργίας: 7 - Πλήκτρα λειτουργίας: Εμπρός/πίσω τροχός κλίσης και λειτουργία μεσαίου κλικ - Bluetooth: Ναι - Μέγιστη εμβέλεια: 10 m @ 92,90 @ https://www.mediamarkt.gr/el/product/_logitech-mx-anywhere-2s-1208606.html
LOGITECH Wireless Mouse M170 Grey - (910-004642) @ Τύπος συσκευής: Ασύρματο ποντίκι - Μετάδοση σήματος: Ασύρματα - Αριθμός πλήκτρων λειτουργίας: 2 - Τύπος μπαταρίας: AA - Τύπος κύλισης: Standard - Ποντίκι φορητού υπολογιστή: Ναι - Συνδέσεις: USB δέκτης @ 9,90 @ https://www.mediamarkt.gr/el/product/_logitech-wireless-mouse-m170-grey-910-004642-1180567.html
LOGITECH Mouse M105 (910-002943) Black @ Τύπος συσκευής: Ενσύρματο ποντίκι - Μέγ. ανάλυση: 1000 dpi - Μετάδοση σήματος: Ενσύρματα - Αριθμός πλήκτρων λειτουργίας: 3 - Τροχός κύλισης (για ευκολότερη πλοήγηση): Ναι - Τύπος κύλισης: Standard - Ποντίκι φορητού υπολογιστή: Ναι @ 15,90 @ https://www.mediamarkt.gr/el/product/_logitech-mouse-m105-910-002943-black-1108808.html
LOGITECH M220 Silent Charcoal OFL - (910-004878) @ Τύπος συσκευής: Ασύρματο ποντίκι - Μέγ. ανάλυση: 1000 dpi - Μετάδοση σήματος: Ασύρματα - Αριθμός πλήκτρων λειτουργίας: 3 - Τύπος μπαταρίας: AA - Τροχός κύλισης (για ευκολότερη πλοήγηση): Ναι - Τύπος κύλισης: Ναι @ 16, @ https://www.mediamarkt.gr/el/product/_logitech-m220-silent-charcoal-ofl-910-004878-1189004.html
MICROSOFT Basic Optical Mouse Black - (P58-00057) @ Τύπος συσκευής: Ενσύρματο ποντίκι - Υποστηριζόμενη πλατφόρμα: Desktop - Μέγ. ανάλυση: 800 dpi - Μετάδοση σήματος: Ενσύρματα - Αριθμός πλήκτρων λειτουργίας: 3 - κατάλληλο για αριστερόχειρες: Ναι - Συνδέσεις: USB @ 14,99 @ https://www.mediamarkt.gr/el/product/_microsoft-basic-optical-mouse-black-p58-00057-1217337.html
TRUST Primo Wireless Mouse Red - (20787) @ Τύπος συσκευής: Ασύρματο ποντίκι - Μέγ. ανάλυση: 1600 dpi - Μετάδοση σήματος: Ασύρματα - Τύπος μπαταρίας: AAA - Τροχός κύλισης (για ευκολότερη πλοήγηση): Ναι - κατάλληλο για αριστερόχειρες: Ναι - Συνδέσεις: USB δέκτης @ 7,99 @ https://www.mediamarkt.gr/el/product/_trust-primo-wireless-mouse-red-20787-1168478.html
LOGITECH Wireless Mouse M185 Red @ Τύπος συσκευής: Ασύρματο ποντίκι - Μέγ. ανάλυση: 1000 dpi - Μετάδοση σήματος: Ασύρματα - Αριθμός πλήκτρων λειτουργίας: 3 - Τύπος μπαταρίας: AA - Τροχός κύλισης (για ευκολότερη πλοήγηση): Ναι - Τύπος κύλισης: Standard @ 14,99 @ https://www.mediamarkt.gr/el/product/_logitech-wireless-mouse-m185-red-1096269.html
ISY Wireless Mobile Mouse IMW500 @ Τύπος συσκευής: Ασύρματο ποντίκι - Μέγ. ανάλυση: 1600 dpi - Μετάδοση σήματος: Ασύρματα - Αριθμός πλήκτρων λειτουργίας: 3 - Αριθμός μπαταριών: 1 - Χρώμα: Μαύρο - Εγγύηση κατασκευαστή: 2 Έτος/η @ 4,99 @ https://www.mediamarkt.gr/el/product/_isy-wireless-mobile-mouse-imw500-1211936.html
LOGITECH Wireless Mouse M185 Blue @ Τύπος συσκευής: Ασύρματο ποντίκι - Μέγ. ανάλυση: 1000 dpi - Μετάδοση σήματος: Ασύρματα - Αριθμός πλήκτρων λειτουργίας: 3 - Τύπος μπαταρίας: AA - Τροχός κύλισης (για ευκολότερη πλοήγηση): Ναι - Τύπος κύλισης: Standard @ 14,99 @ https://www.mediamarkt.gr/el/product/_logitech-wireless-mouse-m185-blue-1096268.html
TRUST Mydo Silent Click Wireless Mouse - red @ Τύπος συσκευής: Ασύρματο ποντίκι - Μετάδοση σήματος: Ασύρματα - Αριθμός πλήκτρων λειτουργίας: 4 - Τύπος μπαταρίας: AAA - Τροχός κύλισης (για ευκολότερη πλοήγηση): Ναι - Συνδέσεις: USB - Μέγιστη εμβέλεια: 10 m @ 12,99 @ https://www.mediamarkt.gr/el/product/_trust-mydo-silent-click-wireless-mouse-red-1217465.html
