product_name @ features @ price @ link
ASUS VZ249HE Ultra Slim 24 inch Full HD IPS monitor with Eye Care @ Ποιότητα εικόνας: Full-HD - Τύπος Panel: IPS (In-Plane Switching) - Γωνία θέασης οριζόντια: 178 ° - Γωνία θέασης κάθετα: 178 ° - Χρόνος απόκρισης: 5 ms - Τύπος συσκευής: Οθόνη υπολογιστή LED - Ορατή διαγώνιος οθόνης: 60.45 cm @ 159, @ https://www.mediamarkt.gr/el/product/_asus-vz249he-ultra-slim-24-inch-full-hd-ips-monitor-with-eye-care-1214277.html
SAMSUNG LC24F390 - 24 Full HD Monitor FreeSync Curved με VA panel @ Ποιότητα εικόνας: Full-HD - Τύπος Panel: VA (Vertical Alignment) - Γωνία θέασης οριζόντια: 178 ° - Γωνία θέασης κάθετα: 178 ° - Χρόνος απόκρισης: 4 ms - Τύπος συσκευής: Οθόνη υπολογιστή LED - Ορατή διαγώνιος οθόνης: 59.8 cm (23.5 inch) @ 179, @ https://www.mediamarkt.gr/el/product/_samsung-lc24f390-24-full-hd-monitor-freesync-curved-%CE%BC%CE%B5-va-panel-1182887.html
ASUS ROG Strix XG258Q – 25 Gaming Full HD 240Hz 1ms FreeSync & ASUS Aura RGB @ Ποιότητα εικόνας: Full-HD - Γωνία θέασης οριζόντια: 170 ° - Γωνία θέασης κάθετα: 160 ° - Χρόνος απόκρισης: 1 ms - Τύπος συσκευής: Οθόνη υπολογιστή LED - Ορατή διαγώνιος οθόνης: 24.5 inch - Αναλογία εικόνας: 16:9 @ 549, @ https://www.mediamarkt.gr/el/product/_asus-rog-strix-xg258q-%E2%80%93-25-gaming-full-hd-240hz-1ms-freesync-asus-aura-rgb-1208166.html
ASUS ROG Strix XG27VQ Gaming Moniror 27” Curved Full HD 144Hz FreeSync με ASUS Aura RGB @ Ποιότητα εικόνας: Full-HD - Τύπος Panel: VA (Vertical Alignment) - Γωνία θέασης οριζόντια: 178 ° - Γωνία θέασης κάθετα: 178 ° - Χρόνος απόκρισης: 4 ms - Ορατή διαγώνιος οθόνης: 68.4 cm - Συνδέσεις: 1 x dvi 2 x HDMI 1 x DisplayPort @ 549, @ https://www.mediamarkt.gr/el/product/_asus-rog-strix-xg27vq-gaming-moniror-27-curved-full-hd-144hz-freesync-%CE%BC%CE%B5-asus-aura-rgb-1212956.html
ASUS ROG Swift PG278QR 27 inch Quad HD 165Hz 1ms G-SYNC Gaming Monitor @ Ποιότητα εικόνας: WQHD - Τύπος Panel: TN (Twisted Nematic) - Γωνία θέασης οριζόντια: 160 ° - Γωνία θέασης κάθετα: 170 ° - Χρόνος απόκρισης: 1 ms - Τύπος συσκευής: Οθόνη υπολογιστή LED - Ορατή διαγώνιος οθόνης: 68.6 cm (27 inch) @ 759, @ https://www.mediamarkt.gr/el/product/_asus-rog-swift-pg278qr-27-inch-quad-hd-165hz-1ms-g-sync-gaming-monitor-1214274.html
DELL SE2419H – 23.8 inch Slim Full HD Monitor with IPS Panel Infinity Edge @ Τύπος Panel: IPS (In-Plane Switching) - Γωνία θέασης οριζόντια: 178 ° - Γωνία θέασης κάθετα: 178 ° - Χρόνος απόκρισης: 8 ms - Τύπος συσκευής: Monitor - Ορατή διαγώνιος οθόνης: 60.47 cm (23.81 inch) - Αναλογία εικόνας: 16:9 @ 149, @ https://www.mediamarkt.gr/el/product/_dell-se2419h-%E2%80%93-23-8-inch-slim-full-hd-monitor-with-ips-panel-infinity-edge-1217973.html
SAMSUNG LS24F352 – 24 inch Full HD PLS Monitor with AMD Freesync @ Ποιότητα εικόνας: Full-HD - Τύπος Panel: PLS (Plane to Line Switching) - Γωνία θέασης οριζόντια: 178 ° - Γωνία θέασης κάθετα: 178 ° - Χρόνος απόκρισης: 4 ms - Τύπος συσκευής: Οθόνη υπολογιστή LED - Ορατή διαγώνιος οθόνης: 59.8 cm (23.5 inch) @ 129, @ https://www.mediamarkt.gr/el/product/_samsung-ls24f352-%E2%80%93-24-inch-full-hd-pls-monitor-with-amd-freesync-1209984.html
ASUS VZ 229 HE - 21.5 Full HD Eye Care Monitor με IPS @ Ποιότητα εικόνας: Full-HD - Τύπος Panel: IPS (In-Plane Switching) - Γωνία θέασης οριζόντια: 178 ° - Γωνία θέασης κάθετα: 178 ° - Χρόνος απόκρισης: 5 ms - Τύπος συσκευής: Οθόνη υπολογιστή LCD - Ορατή διαγώνιος οθόνης: 54.6 cm @ 129, @ https://www.mediamarkt.gr/el/product/_asus-vz-229-he-21-5-full-hd-eye-care-monitor-%CE%BC%CE%B5-ips-1209814.html
DELL Alienware 25 – AW2518H – 25” Gaming Full HD 240Hz 1ms Monitor with G-SYNC™ & AlienFX lighting @ Τύπος Panel: TN (Twisted Nematic) - Γωνία θέασης οριζόντια: 170 ° - Γωνία θέασης κάθετα: 160 ° - Χρόνος απόκρισης: 1 ms - Τύπος συσκευής: Gaming Monitor - Ορατή διαγώνιος οθόνης: 62.23 cm (24.5 inch) - Συνδέσεις: 1 x DP1.2 1 x HDMI 1.4 1x USB3.0 upstream 4x USB 3.0 downstream with 1 power-charging 1 x audio line-out jack 1 x headphone-out jack  VESA mount support (100 mm) @ 499, @ https://www.mediamarkt.gr/el/product/_dell-alienware-25-%E2%80%93-aw2518h-%E2%80%93-25-gaming-full-hd-240hz-1ms-monitor-with-g-sync%E2%84%A2-alienfx-lighting-1213529.html
DELL Alienware 25 – AW2518HF – 25 Gaming Full HD 240Hz 1ms Monitor with FreeSync @ Τύπος Panel: TN (Twisted Nematic) - Γωνία θέασης οριζόντια: 170 ° - Γωνία θέασης κάθετα: 160 ° - Χρόνος απόκρισης: 1 ms - Τύπος συσκευής: Gaming Monitor - Ορατή διαγώνιος οθόνης: 62.2 cm (24.5 inch) - Συνδέσεις: 1 x DP1.2 2 x HDMI2.0a 1x USB3.0 upstream 4x USB 3.0 downstream with 1 power-charging 1 x audio line-out jack 1 x headphone-out jack  VESA mount support (100 mm) @ 349, @ https://www.mediamarkt.gr/el/product/_dell-alienware-25-%E2%80%93-aw2518hf-%E2%80%93-25-gaming-full-hd-240hz-1ms-monitor-with-freesync-1213530.html
