product_name @ features @ price @ link
MP3 Player Osio SRM-7640B 4GB ΜαύροOSIO@Εγγύηση:  24 μήνες-Κατασκευαστής: OSIO-Μνήμη: 4 GB-Πρότυπα Ήχου: MP3, WMA-Πρότυπα Βίντεο: AVI@19,99@https://www.public.gr/product/ihos/mp3-mp4/mp3-player-osio-srm-7640b-4gb-mayro/prod8950791pp/
MP3 Player Osio SRM-7640B 4GB ΠορτοκαλίOSIO@Εγγύηση:  24 μήνες-Κατασκευαστής: OSIO-Μνήμη: 4 GB-Πρότυπα Ήχου: MP3, WMA-Πρότυπα Βίντεο: AVI@19,99@https://www.public.gr/product/ihos/mp3-mp4/mp3-player-osio-srm-7640b-4gb-portokali/prod8950794pp/
MP3 Player Osio SRM-7640B 4GB ΜπλεOSIO@Εγγύηση:  24 μήνες-Κατασκευαστής: OSIO-Μνήμη: 4 GB-Πρότυπα Ήχου: MP3, WMA-Πρότυπα Βίντεο: AVI@19,99@https://www.public.gr/product/ihos/mp3-mp4/mp3-player-osio-srm-7640b-4gb-mple/prod8950792pp/
MP3 Player Crypto MP300 4GB ΚόκκινοCRYPTO@Εγγύηση:  24 μήνες-Κατασκευαστής: CRYPTO-Μνήμη: 4 GB-Πρότυπα Ήχου: WMA, MP3-Πρότυπα Βίντεο: Όχι@22,99@https://www.public.gr/product/ihos/mp3-mp4/mp3-player-crypto-mp300-4gb-kokkino/prod7841336pp/
MP3 Player Crypto MP300 4GB ΜωβCRYPTO@Εγγύηση:  24 μήνες-Κατασκευαστής: CRYPTO-Μνήμη: 4 GB-Πρότυπα Ήχου: WMA, MP3-Πρότυπα Βίντεο: Όχι@22,99@https://www.public.gr/product/ihos/mp3-mp4/mp3-player-crypto-mp300-4gb-mob/prod7841333pp/
MP3 Player Crypto MP300 4GB ΜπλεCRYPTO@Εγγύηση:  24 μήνες-Κατασκευαστής: CRYPTO-Μνήμη: 4 GB-Πρότυπα Ήχου: WMA, MP3-Πρότυπα Βίντεο: Όχι@22,99@https://www.public.gr/product/ihos/mp3-mp4/mp3-player-crypto-mp300-4gb-mple/prod7841335pp/
MP3 Player - Intenso 3604565 Music Dancer 8GB - ΠορτοκαλίINTENSO@Εγγύηση:  24 μήνες-Κατασκευαστής: INTENSO-Μνήμη: 8 GB / Δυνατότητα επέκτασης με microSD card-Πρότυπα Ήχου: WMA, MP3-Πρότυπα Βίντεο: Όχι@24,99@https://www.public.gr/product/ihos/mp3-mp4/mp3-player-intenso-3604565-music-dancer-8gb-portokali/prod8212160pp/
MP3 Player Crypto MP320 8GB ΜπλεCRYPTO@Εγγύηση:  24 μήνες-Κατασκευαστής: CRYPTO-Μνήμη: 8 GB + υποδοχή κάρτα μνήμης micro SD-Πρότυπα Ήχου: WMA, MP3-Πρότυπα Βίντεο: Όχι@24,99@https://www.public.gr/product/ihos/mp3-mp4/mp3-player-crypto-mp320-8gb-mple/prod7841343pp/
MP3 Player - Intenso 3604563 Music Dancer 8GB - ΡοζINTENSO@Εγγύηση:  24 μήνες-Κατασκευαστής: INTENSO-Μνήμη: 8 GB / Δυνατότητα επέκτασης με microSD card-Πρότυπα Ήχου: WMA, MP3-Πρότυπα Βίντεο: Όχι@24,99@https://www.public.gr/product/ihos/mp3-mp4/mp3-player-intenso-3604563-music-dancer-8gb-roz/prod8212158pp/
MP3 Player Osio SRM-7880 - 8GB Κόκκινο/ΜαύροOSIO@Εγγύηση:  12 μήνες-Κατασκευαστής: OSIO-Μνήμη: 8 GB // Υποδοχή κάρτας SD  (32 GB μέγιστο μέγεθος κάρτας)-Πρότυπα Ήχου: MP3, WAV , WMA-Πρότυπα Βίντεο: AVI@26,90@https://www.public.gr/product/ihos/mp3-mp4/mp3-player-osio-srm-7880-8gb-kokkinomayro/prod8870270pp/
MP3 Player Osio SRM-7880 - 8GB Γκρι/ΜαύροOSIO@Εγγύηση:  12 μήνες-Κατασκευαστής: OSIO-Μνήμη: 8 GB // Υποδοχή κάρτας SD  (32 GB μέγιστο μέγεθος κάρτας)-Πρότυπα Ήχου: MP3, WAV , WMA-Πρότυπα Βίντεο: Όχι@26,90@https://www.public.gr/product/ihos/mp3-mp4/mp3-player-osio-srm-7880-8gb-gkrimayro/prod8870271pp/
Intenso Music Walker 10431 8GB - ΜαύροINTENSO@Εγγύηση:  24 μήνες-Κατασκευαστής: INTENSO-Μνήμη: 8 GB-Πρότυπα Ήχου: MP3, WMA@26,99@https://www.public.gr/product/ihos/mp3-mp4/intenso-music-walker-10431-8gb-mayro/prod1130966pp/
MP3 Player Crypto MP310 8GB ΜαύροCRYPTO@Εγγύηση:  24 μήνες-Κατασκευαστής: CRYPTO-Μνήμη: 8 GB-Πρότυπα Ήχου: WMA, MP3-Πρότυπα Βίντεο: Όχι@26,99@https://www.public.gr/product/ihos/mp3-mp4/mp3-player-crypto-mp310-8gb-mayro/prod7841342pp/
MP3 Player - Intenso Music Mover 8GB - ΠορτοκαλίINTENSO@Εγγύηση:  24 μήνες-Κατασκευαστής: INTENSO-Μνήμη: 8 GB / Δυνατότητα επέκτασης με microSD card-Πρότυπα Ήχου: WMA, MP3-Πρότυπα Βίντεο: Όχι@29,98@https://www.public.gr/product/ihos/mp3-mp4/mp3-player-intenso-music-mover-8gb-portokali/prod8493209pp/
MP3 Player - Intenso Music Mover 8GB - ΡοζINTENSO@Εγγύηση:  24 μήνες-Κατασκευαστής: INTENSO-Μνήμη: 8 GB / Δυνατότητα επέκτασης με microSD card-Πρότυπα Ήχου: WMA, MP3-Πρότυπα Βίντεο: Όχι@29,98@https://www.public.gr/product/ihos/mp3-mp4/mp3-player-intenso-music-mover-8gb-roz/prod8493207pp/
MP3 Player - Intenso Music Mover 8GB - ΜαύροINTENSO@Εγγύηση:  24 μήνες-Κατασκευαστής: INTENSO-Μνήμη: 8 GB / Δυνατότητα επέκτασης με microSD card-Πρότυπα Ήχου: WMA, MP3-Πρότυπα Βίντεο: Όχι@29,98@https://www.public.gr/product/ihos/mp3-mp4/mp3-player-intenso-music-mover-8gb-mayro/prod8493205pp/
MP3 Player - Intenso Music Mover 8GB - ΜπλεINTENSO@Εγγύηση:  24 μήνες-Κατασκευαστής: INTENSO-Μνήμη: 8 GB / Δυνατότητα επέκτασης με microSD card-Πρότυπα Ήχου: WMA, MP3-Πρότυπα Βίντεο: Όχι@29,98@https://www.public.gr/product/ihos/mp3-mp4/mp3-player-intenso-music-mover-8gb-mple/prod8493208pp/
MP4 Player Osio SRM-8380 - 8GB - ΜάυροOSIO@Εγγύηση:  12 μήνες-Κατασκευαστής: OSIO-Μνήμη: 8 GB-Πρότυπα Ήχου: MP3, WMA, OGG, WAV, ACC, APE-Πρότυπα Βίντεο: AVI@30,00@https://www.public.gr/product/ihos/mp3-mp4/mp4-player-osio-srm-8380-8gb-mayro/prod8684962pp/
MP3 Player Crypto MP315 8GB ΜωβCRYPTO@Εγγύηση:  24 μήνες-Κατασκευαστής: CRYPTO-Μνήμη: 8 GB-Πρότυπα Ήχου: WMA, MP3-Πρότυπα Βίντεο: Όχι@30,00@https://www.public.gr/product/ihos/mp3-mp4/mp3-player-crypto-mp315-8gb-mob/prod7841344pp/
MP3 Player Crypto MP320 8GB ΜωβCRYPTO@Εγγύηση:  24 μήνες-Κατασκευαστής: CRYPTO-Μνήμη: 8 GB + υποδοχή κάρτα μνήμης micro SD-Πρότυπα Ήχου: WMA, MP3-Πρότυπα Βίντεο: Όχι@30,00@https://www.public.gr/product/ihos/mp3-mp4/mp3-player-crypto-mp320-8gb-mob/prod7841340pp/
MP4 Player Osio SRM-8380 - 8GB ΛευκόOSIO@Εγγύηση:  12 μήνες-Κατασκευαστής: OSIO-Μνήμη: 8 GB-Πρότυπα Ήχου: MP3, WMA, OGG, WAV, ACC, APE-Πρότυπα Βίντεο: AVI@30,00@https://www.public.gr/product/ihos/mp3-mp4/mp4-player-osio-srm-8380-8gb-leyko/prod8684963pp/
MP3 Player Crypto MP315 8GB ΜπλεCRYPTO@Εγγύηση:  24 μήνες-Κατασκευαστής: CRYPTO-Μνήμη: 8 GB-Πρότυπα Ήχου: WMA, MP3-Πρότυπα Βίντεο: Όχι@30,00@https://www.public.gr/product/ihos/mp3-mp4/mp3-player-crypto-mp315-8gb-mple/prod7841341pp/
MP4/MP3 Player Osio SRM-9280B - 8GB ΜπλεOSIO@Εγγύηση:  12 μήνες-Κατασκευαστής: OSIO-Μνήμη: 8 GB-Πρότυπα Ήχου: MP3, WMA, OGG, WAV, ACC, APE-Πρότυπα Βίντεο: AVI@32,90@https://www.public.gr/product/ihos/mp3-mp4/mp4mp3-player-osio-srm-9280b-8gb-mple/prod8812101pp/
MP4/MP3 Player Osio SRM-9280B - 8GB ΚόκκινοOSIO@Εγγύηση:  12 μήνες-Κατασκευαστής: OSIO-Μνήμη: 8 GB-Πρότυπα Ήχου: MP3, WMA, OGG, WAV, ACC, APE-Πρότυπα Βίντεο: AVI@32,90@https://www.public.gr/product/ihos/mp3-mp4/mp4mp3-player-osio-srm-9280b-8gb-kokkino/prod8812102pp/
MP4/MP3 Player Osio SRM-9080BS ΒΤ 8GB ΜαύροOSIO@Εγγύηση:  24 μήνες@34,91@https://www.public.gr/product/ihos/mp3-mp4/mp4mp3-player-osio-srm-9080bs-bt-8gb-mayro/prod8980749pp/
