product_name @ features @ price @ link
Τηλεόραση 24" Kydos LED Full HD K24NF20CDKYDOS@Εγγύηση:  24 μήνες-Κατασκευαστής: KYDOS-Ίντσες: 24"-Smart TV: Όχι-Θύρες HDMI: 1 x HDMI-Ρυθμός ανανέωσης: 20ms@129,00@https://www.public.gr/product/tileoraseis/tileoraseis/tileorasi-24-kydos-led-full-hd-k24nf20cd/prod8957462pp/
Τηλεόραση Strong 32" HD Ready TV SRT32HZ4003NSTRONG@Εγγύηση:  24 μήνες-Κατασκευαστής: STRONG-Ίντσες: 32"-Θύρες HDMI: 2 x HDMI-Ρυθμός ανανέωσης: 100 Hz IQR (Image Quality Ratio)@139,00@https://www.public.gr/product/tileoraseis/tileoraseis/tileorasi-strong-32-hd-ready-tv-srt32hz4003n/prod8730322pp/
Τηλεόραση Kydos 32" HD Ready TV K32NH20CDKYDOS@Εγγύηση:  24 μήνες-Κατασκευαστής: KYDOS-Ίντσες: 32"-Smart TV: Όχι-Θύρες HDMI: 1 x HDMI-Ρυθμός ανανέωσης: 50 Hz@149,00@https://www.public.gr/product/tileoraseis/tileoraseis/tileorasi-kydos-32-hd-ready-tv-k32nh20cd/prod8811379pp/
LG 24TK410V-PZ Monitor TV 24" HD ReadyLG@Εγγύηση:  24 μήνες-Κατασκευαστής: LG-Ίντσες: 24"@139,00@https://www.public.gr/product/tileoraseis/monitor-tv/lg-24tk410v-pz-monitor-tv-24-hd-ready/prod9091035pp/
Monitor TV Samsung 24" HD Ready TV LT24E310EWSAMSUNG@Εγγύηση:  24 μήνες-Κατασκευαστής: SAMSUNG-Ίντσες: 24"-Ανάλυση: 1366 x 768@139,00@https://www.public.gr/product/tileoraseis/monitor-tv/monitor-tv-samsung-24-hd-ready-tv-lt24e310ew/prod7650067pp/
LG 22TK410V-PZ Monitor TV 22" HD ReadyLG@Εγγύηση:  24 μήνες-Κατασκευαστής: LG-Ίντσες: 22"@149,00@https://www.public.gr/product/tileoraseis/monitor-tv/lg-22tk410v-pz-monitor-tv-22-hd-ready/prod9091034pp/
Τηλεόραση 32" Arielli 32DN6T2 HD ReadyARIELLI@Εγγύηση:  24 μήνες-Κατασκευαστής: Arielli-Ίντσες: 32"-Θύρες HDMI: 2 x HDMI-Ρυθμός ανανέωσης: Μη διαθέσιμη πληροφορία@149,00@https://www.public.gr/product/tileoraseis/tileoraseis/tileorasi-32-arielli-32dn6t2-hd-ready/prod9440242pp/
Monitor TV LG 24" HD Ready 24MT47DC-PZLG@Εγγύηση:  24 μήνες-Κατασκευαστής: LG-Ίντσες: 24"-Ανάλυση: 1366 x 768@149,00@https://www.public.gr/product/tileoraseis/monitor-tv/monitor-tv-lg-24-hd-ready-24mt47dc-pz/prod7790152pp/
Monitor TV LG 28TK410V-PZ 28" HD ReadyLG@Εγγύηση:  24 μήνες-Κατασκευαστής: LG-Ίντσες: 28"@159,01@https://www.public.gr/product/tileoraseis/monitor-tv/monitor-tv-lg-28tk410v-pz-28-hd-ready/prod9091037pp/
Τηλεόραση Finlux 32" LED HD Ready FHB-4001@Εγγύηση:  24 μήνες-Κατασκευαστής: FINLUX-Ίντσες: 32"-Smart TV: Όχι-Θύρες HDMI: 1 x HDMI 1.4-Ρυθμός ανανέωσης: Μη διαθέσιμη πληροφορία@159,01@https://www.public.gr/product/tileoraseis/tileoraseis/tileorasi-finlux-32-led-hd-ready-fhb-4001/prod8560551pp/
