product_name @ features @ price @ link
Quest Nano Stick PC (Atom-Z8350/2GB/32GB/Windows 10 Professional)...QUEST@Εγγύηση:  12 μήνες-Κατασκευαστής: QUEST-Επεξεργαστής: Atom-Χωρητικότητα: 32 GB -Κάρτα Γραφικών: Intel HD Graphics-Μνήμη RAM: 2 GB@115,00@https://www.public.gr/product/computers-and-software/statheroi-ypologistes/desktop-pc/quest-nano-stick-pc-atom-z83502gb32gbwindows-10-professional-t09/prod8957095pp/
Quest Mini PC (Atom-Z8350/2GB/32GB/Windows 10 Professional) Pro Y...QUEST@Εγγύηση:  12 μήνες-Κατασκευαστής: QUEST-Επεξεργαστής: Atom-Χωρητικότητα: 32 GB -Κάρτα Γραφικών: Intel HD Graphics-Μνήμη RAM: 2 GB@119,00@https://www.public.gr/product/computers-and-software/statheroi-ypologistes/desktop-pc/quest-mini-pc-atom-z83502gb32gbwindows-10-professional-pro-yb1/prod8957094pp/
Quest Mini PC Pro Plus QT02 (N3350/4GB/32GB)QUEST@Εγγύηση:  12 μήνες-Κατασκευαστής: QUEST-Επεξεργαστής: Atom-Χωρητικότητα: 32 GB -Κάρτα Γραφικών: Intel HD Graphics-Μνήμη RAM: 4 GB@149,00@https://www.public.gr/product/computers-and-software/statheroi-ypologistes/desktop-pc/quest-mini-pc-pro-plus-qt02-n33504gb32gb/prod9120152pp/
Quest Nano T09 Stick PC & Οθόνη Υπολογιστή 24" LG 24M38H LED Full...QUEST@Εγγύηση:  12 μήνες-Κατασκευαστής: QUEST-Επεξεργαστής: Atom-Χωρητικότητα: 32 GB -Κάρτα Γραφικών: Intel HD Graphics-Μνήμη RAM: 2 GB@255,01@https://www.public.gr/product/computers-and-software/statheroi-ypologistes/desktop-pc/quest-nano-t09-stick-pc-and-othoni-ypologisti-24-lg-24m38h-led-full-hd/prod9150618pp/
Quest Mini PC Pro Plus YB1 (Z8350/2GB/32GB) & Οθόνη Υπολογιστή LG...QUEST@Εγγύηση:  12 μήνες-Κατασκευαστής: QUEST-Επεξεργαστής: Atom-Χωρητικότητα: 32 GB -Κάρτα Γραφικών: Intel HD Graphics-Μνήμη RAM: 2 GB@279,00@https://www.public.gr/product/computers-and-software/statheroi-ypologistes/desktop-pc/quest-mini-pc-pro-plus-yb1-z83502gb32gb-and-othoni-ypologisti-lg-24/prod9150621pp/
Quest Mini PC Pro Plus QT02 (N3350/4GB/32GB) & Οθόνη Υπολογιστή L...QUEST@Εγγύηση:  12 μήνες-Κατασκευαστής: QUEST-Επεξεργαστής: Atom-Χωρητικότητα: 32 GB -Κάρτα Γραφικών: Intel HD Graphics-Μνήμη RAM: 4 GB@299,00@https://www.public.gr/product/computers-and-software/statheroi-ypologistes/desktop-pc/quest-mini-pc-pro-plus-qt02-n33504gb32gb-and-othoni-ypologisti-lg-24/prod9150624pp/
Desktop Quest Pro (Celeron J1800/4GB/500GB/HD/Windows 10 Pro)QUEST@Εγγύηση:  24 μήνες-Κατασκευαστής: QUEST-Επεξεργαστής: Intel Celeron-Χωρητικότητα: 500 GB-Κάρτα Γραφικών: Intel HD Graphics-Μνήμη RAM: 4 GB@349,00@https://www.public.gr/product/computers-and-software/statheroi-ypologistes/desktop-pc/desktop-quest-pro-celeron-j18004gb500gbhdwindows-10-pro/prod8957090pp/
Desktop HP Pavilion (AMD E2-9000/4GB/1TB/AMD Radeon™ R2) 590-a000...HP@Εγγύηση:  12 μήνες-Κατασκευαστής: HP-Επεξεργαστής: AMD E2-9000-Χωρητικότητα: 1 TB-Κάρτα Γραφικών: AMD Radeon R2-Μνήμη RAM: 4 GB@398,99@https://www.public.gr/product/computers-and-software/statheroi-ypologistes/desktop-pc/desktop-hp-pavilion-amd-e2-90004gb1tbamd-radeon-r2-590-a0006nv/prod9433105pp/
Quest Me - (G4400/4GB/500GB/HD510) - Casual PCQUEST@Εγγύηση:  24 μήνες-Κατασκευαστής: QUEST-Επεξεργαστής: Intel Pentium-Χωρητικότητα: 500 GB-Κάρτα Γραφικών: Intel HD Graphics-Μνήμη RAM: 4 GB@398,99@https://www.public.gr/product/computers-and-software/statheroi-ypologistes/desktop-pc/quest-me-g44004gb500gbhd510-casual-pc/prod8722420pp/
HP Slimline Desktop 260-a100nv (A6-7310/4GB/1TB/Radeon R4) - Desk...HP@Εγγύηση:  12 μήνες-Κατασκευαστής: HP-Επεξεργαστής: AMD A6-Χωρητικότητα: 1 TB-Κάρτα Γραφικών: AMD Radeon R4-Μνήμη RAM: 4 GB@449,00@https://www.public.gr/product/computers-and-software/statheroi-ypologistes/desktop-pc/hp-slimline-desktop-260-a100nv-a6-73104gb1tbradeon-r4-desktop-pc/prod8910017pp/
